order_id,order_date,customer_id,product,category,region,city,quantity,revenue,discount
ORD10275,2024-01-25,CUS0173,Denim Jacket,Apparel,West,Pune,2,10902.0,0.0
ORD10276,2024-01-03,CUS0439,Office Chair,Home,South,Hyderabad,7,44459.1,0.1
ORD10277,2024-01-17,CUS0426,Notebook Set,Accessories,South,Vijayawada,2,8556.0,0.0
ORD10278,2024-01-13,CUS0328,Coffee Beans,Grocery,South,Hyderabad,2,6804.0,0.0
ORD10279,2024-01-30,CUS0624,Leather Wallet,Accessories,South,Bengaluru,4,26092.8,0.1
ORD10280,2024-01-17,CUS0640,Silk Saree,Apparel,East,Kolkata,5,40590.0,0.0
ORD10281,2024-01-29,CUS0197,Denim Jacket,Apparel,South,Bengaluru,2,9974.0,0.0
ORD10282,2024-01-08,CUS0637,Denim Jacket,Apparel,South,Visakhapatnam,6,6442.2,0.1
ORD10283,2024-01-15,CUS0185,Silk Saree,Apparel,South,Chennai,2,5152.8,0.05
ORD10284,2024-01-26,GST1028,Denim Jacket,Apparel,East,Kolkata,6,22264.2,0.1
ORD10285,2024-01-05,CUS0022,Wireless Earbuds,Electronics,South,Bengaluru,1,5475.6,0.1
ORD10286,2024-01-29,GST1028,Office Chair,Home,East,Kolkata,4,19747.2,0.15
ORD10287,2024-01-24,CUS0767,Smartwatch,Electronics,West,Mumbai,5,35165.0,0.0
ORD10288,2024-01-21,CUS0355,Desk Lamp,Home,East,Kolkata,2,1069.2,0.1
ORD10289,2024-01-08,CUS0569,Denim Jacket,Apparel,West,Mumbai,5,18643.5,0.1
ORD10290,2024-01-26,CUS0087,Silk Saree,Apparel,South,Hyderabad,5,30315.0,0.0
ORD10291,2024-01-27,CUS0509,Coffee Beans,Grocery,South,Visakhapatnam,5,35678.75,0.15
ORD10292,2024-01-10,CUS0298,Stainless Bottle,Home,South,Bengaluru,3,4530.0,0.0
ORD10293,2024-01-19,CUS0596,Denim Jacket,Apparel,North,Delhi,6,38321.4,0.15
ORD10294,2024-01-02,CUS0743,Leather Wallet,Accessories,West,Mumbai,6,2354.1,0.05
ORD10295,2024-01-13,CUS0426,Leather Wallet,Accessories,South,Vijayawada,3,5571.75,0.05
ORD10296,2024-01-05,CUS0083,Coffee Beans,Grocery,South,Vijayawada,6,43518.0,0.0
ORD10297,2024-01-18,CUS0381,Silk Saree,Apparel,South,Hyderabad,7,40233.9,0.15
ORD10298,2024-01-18,CUS0099,Stainless Bottle,Home,West,Mumbai,6,47178.9,0.05
ORD10299,2024-01-17,CUS0360,Coffee Beans,Grocery,West,Pune,6,31482.0,0.0
ORD10300,2024-01-21,CUS0049,Leather Wallet,Accessories,West,Pune,6,32220.0,0.0
ORD10301,2024-01-29,CUS0513,Denim Jacket,Apparel,North,Delhi,6,25423.2,0.1
ORD10302,2024-01-07,CUS0249,Notebook Set,Accessories,North,Delhi,3,13560.0,0.0
ORD10303,2024-01-07,CUS0162,Desk Lamp,Home,West,Mumbai,6,25866.6,0.05
ORD10304,2024-01-07,CUS0014,Desk Lamp,Home,West,Pune,2,5194.6,0.05
ORD10305,2024-01-29,CUS0711,Office Chair,Home,West,Pune,3,21915.0,0.0
ORD10306,2024-01-03,CUS0670,Leather Wallet,Accessories,South,Vijayawada,7,21652.4,0.05
ORD10307,2024-01-01,CUS0650,Silk Saree,Apparel,North,Delhi,2,10656.0,0.0
ORD10308,2024-01-05,GST1030,Office Chair,Home,West,Mumbai,6,29600.4,0.15
ORD10309,2024-01-24,CUS0280,Leather Wallet,Accessories,South,Hyderabad,3,12066.6,0.15
ORD10310,2024-01-18,CUS0778,Office Chair,Home,South,Vijayawada,2,10666.0,0.0
ORD10311,2024-01-29,CUS0463,Wireless Earbuds,Electronics,West,Pune,1,710.6,0.05
ORD10312,2024-01-07,CUS0103,Cotton Kurta,Apparel,North,Delhi,4,11115.0,0.05
ORD10313,2024-01-13,CUS0113,Office Chair,Home,West,Mumbai,4,12809.6,0.2
ORD10314,2024-01-18,CUS0211,Yoga Mat,Accessories,South,Visakhapatnam,4,14248.0,0.0
ORD10315,2024-01-03,CUS0778,Office Chair,Home,South,Vijayawada,1,7362.5,0.05
ORD10316,2024-01-29,CUS0136,Coffee Beans,Grocery,South,Visakhapatnam,2,13023.7,0.15
ORD10317,2024-01-25,CUS0723,Stainless Bottle,Home,North,Delhi,1,6150.0,0.0
ORD10318,2024-01-05,CUS0543,Office Chair,Home,South,Vijayawada,3,9179.85,0.05
ORD10319,2024-01-27,CUS0738,Cotton Kurta,Apparel,South,Bengaluru,7,5355.0,0.0
ORD10320,2024-01-14,CUS0661,Office Chair,Home,South,Vijayawada,2,12357.6,0.05
ORD10321,2024-01-11,CUS0266,Denim Jacket,Apparel,West,Mumbai,5,37770.0,0.0
ORD10322,2024-01-30,CUS0663,Yoga Mat,Accessories,South,Hyderabad,1,3472.0,0.2
ORD10323,2024-01-17,CUS0136,Silk Saree,Apparel,South,Visakhapatnam,4,28348.0,0.0
ORD10324,2024-01-08,CUS0233,Notebook Set,Accessories,South,Hyderabad,7,55538.0,0.0
ORD10325,2024-01-26,CUS0170,Wireless Earbuds,Electronics,South,Hyderabad,3,12973.5,0.1
ORD10326,2024-01-23,CUS0107,Desk Lamp,Home,North,Delhi,2,3702.6,0.1
ORD10327,2024-01-06,CUS0073,Silk Saree,Apparel,South,Chennai,4,2021.6,0.05
ORD10328,2024-01-21,CUS0150,Denim Jacket,Apparel,South,Hyderabad,2,11734.2,0.1
ORD10329,2024-01-20,CUS0097,Coffee Beans,Grocery,South,Visakhapatnam,7,34531.0,0.0
ORD10330,2024-01-09,CUS0305,Wireless Earbuds,Electronics,South,Chennai,6,9131.4,0.05
ORD10331,2024-01-14,GST1033,Office Chair,Home,South,Vijayawada,5,3970.0,0.0
ORD10332,2024-01-27,CUS0050,Coffee Beans,Grocery,North,Delhi,5,41255.0,0.0
ORD10333,2024-01-06,CUS0792,Stainless Bottle,Home,South,Chennai,5,12584.25,0.15
ORD10334,2024-01-23,CUS0071,Cotton Kurta,Apparel,North,Delhi,6,16281.0,0.1
ORD10335,2024-01-26,CUS0060,Smartwatch,Electronics,West,Pune,4,21900.0,0.0
ORD10336,2024-01-30,CUS0025,Smartwatch,Electronics,North,Delhi,7,23240.0,0.0
ORD10337,2024-01-11,GST1033,Wireless Earbuds,Electronics,South,Vijayawada,3,19864.5,0.15
ORD10338,2024-01-09,CUS0423,Denim Jacket,Apparel,West,Pune,1,5899.0,0.0
ORD10339,2024-01-29,CUS0662,Office Chair,Home,West,Pune,5,16330.0,0.0
ORD10340,2024-01-15,CUS0588,Smartwatch,Electronics,South,Hyderabad,5,12615.0,0.0
ORD10341,2024-01-18,CUS0465,Wireless Earbuds,Electronics,South,Hyderabad,7,51513.0,0.0
ORD10342,2024-01-16,CUS0069,Smartwatch,Electronics,South,Hyderabad,3,15516.0,0.0
ORD10343,2024-01-16,CUS0620,Smartwatch,Electronics,South,Vijayawada,3,18801.6,0.2
ORD10344,2024-01-20,CUS0030,Denim Jacket,Apparel,South,Bengaluru,4,12648.0,0.0
ORD10345,2024-01-14,CUS0505,Desk Lamp,Home,South,Visakhapatnam,3,1484.85,0.05
ORD10346,2024-01-13,CUS0328,Coffee Beans,Grocery,South,Hyderabad,6,41455.8,0.1
ORD10347,2024-01-13,CUS0706,Office Chair,Home,West,Mumbai,3,6557.85,0.05
ORD10348,2024-01-21,CUS0247,Stainless Bottle,Home,West,Pune,6,39096.0,0.1
ORD10349,2024-01-26,CUS0511,Coffee Beans,Grocery,East,Kolkata,3,17484.75,0.05
ORD10350,2024-01-18,CUS0352,Stainless Bottle,Home,South,Hyderabad,2,4254.1,0.05
ORD10351,2024-01-22,CUS0418,Denim Jacket,Apparel,South,Vijayawada,7,43344.7,0.05
ORD10352,2024-01-13,CUS0752,Smartwatch,Electronics,South,Vijayawada,4,3650.4,0.1
ORD10353,2024-01-24,CUS0571,Desk Lamp,Home,East,Kolkata,5,15966.0,0.1
ORD10354,2024-01-13,CUS0332,Desk Lamp,Home,South,Bengaluru,5,14647.5,0.1
ORD10355,2024-01-14,CUS0358,Silk Saree,Apparel,East,Kolkata,3,17106.0,0.0
ORD10356,2024-01-02,CUS0564,Silk Saree,Apparel,South,Vijayawada,7,31294.9,0.05
ORD10357,2024-01-09,CUS0277,Smartwatch,Electronics,South,Chennai,3,14415.3,0.1
ORD10358,2024-01-23,CUS0135,Notebook Set,Accessories,North,Delhi,7,29617.0,0.0
ORD10359,2024-01-03,CUS0375,Yoga Mat,Accessories,North,Delhi,4,21688.6,0.15
ORD10360,2024-01-07,CUS0055,Notebook Set,Accessories,South,Chennai,1,1654.0,0.0
ORD10361,2024-01-25,CUS0136,Denim Jacket,Apparel,South,Visakhapatnam,1,6207.0,0.0
ORD10362,2024-01-28,CUS0337,Smartwatch,Electronics,East,Kolkata,7,4504.15,0.15
ORD10363,2024-01-13,CUS0638,Office Chair,Home,South,Visakhapatnam,4,4196.0,0.0
ORD10364,2024-01-13,CUS0626,Desk Lamp,Home,South,Visakhapatnam,3,18741.0,0.0
ORD10365,2024-01-16,CUS0209,Desk Lamp,Home,South,Visakhapatnam,6,9834.0,0.0
ORD10366,2024-01-24,CUS0338,Smartwatch,Electronics,South,Visakhapatnam,5,28160.5,0.15
ORD10367,2024-01-15,CUS0123,Cotton Kurta,Apparel,West,Mumbai,5,6797.25,0.05
ORD10368,2024-01-06,CUS0605,Notebook Set,Accessories,North,Delhi,5,7338.75,0.05
ORD10369,2024-01-14,CUS0198,Coffee Beans,Grocery,South,Vijayawada,2,14308.2,0.1
ORD10370,2024-01-08,GST1037,Cotton Kurta,Apparel,East,Kolkata,1,1705.25,0.05
ORD10371,2024-01-22,CUS0674,Smartwatch,Electronics,South,Hyderabad,6,39754.5,0.15
ORD10372,2024-01-05,CUS0552,Office Chair,Home,South,Bengaluru,1,2868.3,0.1
ORD10373,2024-01-19,CUS0265,Leather Wallet,Accessories,East,Kolkata,6,41088.0,0.0
ORD10374,2024-01-05,CUS0763,Coffee Beans,Grocery,East,Kolkata,1,6404.8,0.2
ORD10375,2024-01-31,CUS0549,Smartwatch,Electronics,South,Chennai,2,2471.9,0.05
ORD10376,2024-01-20,CUS0517,Yoga Mat,Accessories,North,Delhi,5,15215.0,0.0
ORD10377,2024-01-05,CUS0686,Coffee Beans,Grocery,North,Delhi,5,25150.0,0.0
ORD10378,2024-01-30,CUS0706,Leather Wallet,Accessories,West,Mumbai,6,42197.1,0.05
ORD10379,2024-01-18,CUS0063,Wireless Earbuds,Electronics,South,Bengaluru,5,9375.0,0.0
ORD10380,2024-01-19,CUS0706,Leather Wallet,Accessories,West,Mumbai,1,1778.4,0.05
ORD10381,2024-01-02,CUS0613,Smartwatch,Electronics,North,Delhi,6,20112.0,0.0
ORD10382,2024-01-06,CUS0166,Cotton Kurta,Apparel,North,Delhi,2,3832.3,0.05
ORD10383,2024-01-26,CUS0247,Leather Wallet,Accessories,West,Pune,1,2526.0,0.0
ORD10384,2024-01-15,CUS0603,Notebook Set,Accessories,West,Pune,7,8870.4,0.1
ORD10385,2024-01-20,CUS0174,Smartwatch,Electronics,West,Pune,2,14210.0,0.0
ORD10386,2024-01-31,CUS0362,Desk Lamp,Home,East,Kolkata,4,27372.0,0.0
ORD10387,2024-01-14,CUS0552,Smartwatch,Electronics,South,Bengaluru,4,6108.0,0.0
ORD10388,2024-01-12,CUS0521,Silk Saree,Apparel,South,Bengaluru,6,26926.8,0.05
ORD10389,2024-01-25,CUS0728,Coffee Beans,Grocery,South,Hyderabad,1,5335.2,0.05
ORD10390,2024-01-03,CUS0090,Cotton Kurta,Apparel,North,Delhi,1,5190.8,0.05
ORD10391,2024-01-15,CUS0237,Office Chair,Home,West,Mumbai,3,25104.0,0.0
ORD10392,2024-01-27,CUS0788,Cotton Kurta,Apparel,West,Pune,4,18958.4,0.15
ORD10393,2024-01-08,CUS0456,Yoga Mat,Accessories,South,Chennai,6,33909.3,0.05
ORD10394,2024-01-10,CUS0199,Notebook Set,Accessories,South,Bengaluru,5,3085.0,0.0
ORD10395,2024-01-15,GST1039,Stainless Bottle,Home,South,Visakhapatnam,2,1791.0,0.1
ORD10396,2024-01-03,CUS0272,Stainless Bottle,Home,South,Hyderabad,7,35870.1,0.05
ORD10397,2024-01-03,CUS0444,Leather Wallet,Accessories,South,Chennai,4,29442.4,0.05
ORD10398,2024-01-08,CUS0228,Coffee Beans,Grocery,West,Mumbai,7,25214.0,0.0
ORD10399,2024-01-28,CUS0498,Notebook Set,Accessories,South,Bengaluru,7,39137.0,0.0
ORD10400,2024-01-07,CUS0357,Denim Jacket,Apparel,South,Vijayawada,1,1958.9,0.05
ORD10401,2024-01-23,CUS0489,Office Chair,Home,West,Pune,4,16272.0,0.0
ORD10402,2024-01-14,CUS0125,Leather Wallet,Accessories,North,Delhi,3,19416.0,0.0
ORD10403,2024-01-24,CUS0499,Wireless Earbuds,Electronics,East,Kolkata,4,18323.2,0.2
ORD10404,2024-01-11,CUS0740,Yoga Mat,Accessories,East,Kolkata,3,3648.0,0.05
ORD10405,2024-01-28,CUS0109,Cotton Kurta,Apparel,South,Chennai,4,30056.0,0.0
ORD10406,2024-01-12,CUS0262,Notebook Set,Accessories,South,Vijayawada,4,31624.0,0.0
ORD10407,2024-01-25,CUS0555,Stainless Bottle,Home,East,Kolkata,2,7628.4,0.1
ORD10408,2024-01-26,CUS0494,Yoga Mat,Accessories,West,Mumbai,3,9381.0,0.0
ORD10409,2024-01-14,CUS0540,Leather Wallet,Accessories,South,Hyderabad,2,9360.0,0.0
ORD10410,2024-01-21,CUS0448,Denim Jacket,Apparel,East,Kolkata,6,41286.0,0.0
ORD10411,2024-01-04,CUS0547,Desk Lamp,Home,South,Bengaluru,5,18166.5,0.1
ORD10412,2024-01-16,CUS0488,Notebook Set,Accessories,South,Chennai,3,1695.75,0.05
ORD10413,2024-01-12,CUS0060,Silk Saree,Apparel,West,Pune,3,2823.0,0.0
ORD10414,2024-01-30,CUS0602,Leather Wallet,Accessories,North,Delhi,1,6964.0,0.0
ORD10415,2024-01-29,CUS0358,Wireless Earbuds,Electronics,East,Kolkata,3,19277.4,0.05
ORD10416,2024-01-25,CUS0042,Office Chair,Home,West,Pune,7,44169.3,0.05
ORD10417,2024-01-30,CUS0328,Office Chair,Home,South,Hyderabad,1,1311.0,0.05
ORD10418,2024-01-31,CUS0349,Yoga Mat,Accessories,South,Vijayawada,2,3482.0,0.0
ORD10419,2024-01-24,CUS0070,Notebook Set,Accessories,South,Chennai,6,19251.0,0.1
ORD10420,2024-01-19,CUS0797,Smartwatch,Electronics,East,Kolkata,4,7585.4,0.15
ORD10421,2024-01-07,CUS0178,Denim Jacket,Apparel,South,Vijayawada,1,3326.9,0.05
ORD10422,2024-01-26,CUS0265,Desk Lamp,Home,East,Kolkata,4,19604.0,0.0
ORD10423,2024-01-07,CUS0353,Stainless Bottle,Home,South,Visakhapatnam,6,15002.4,0.05
ORD10424,2024-01-06,CUS0667,Leather Wallet,Accessories,South,Chennai,3,4068.0,0.0
ORD10425,2024-01-28,CUS0595,Leather Wallet,Accessories,South,Visakhapatnam,3,10890.0,0.0
ORD10426,2024-01-04,CUS0617,Smartwatch,Electronics,South,Visakhapatnam,5,31195.0,0.0
ORD10427,2024-01-05,CUS0190,Coffee Beans,Grocery,South,Visakhapatnam,5,22890.5,0.15
ORD10428,2024-01-16,CUS0677,Cotton Kurta,Apparel,West,Mumbai,7,20783.0,0.0
ORD10429,2024-01-19,CUS0664,Silk Saree,Apparel,South,Vijayawada,2,4907.9,0.15
ORD10430,2024-01-02,CUS0372,Cotton Kurta,Apparel,West,Mumbai,2,9703.3,0.05
ORD10431,2024-01-12,CUS0437,Coffee Beans,Grocery,West,Mumbai,2,3334.5,0.05
ORD10432,2024-01-07,CUS0030,Denim Jacket,Apparel,South,Bengaluru,5,35720.0,0.0
ORD10433,2024-01-10,GST1043,Stainless Bottle,Home,West,Pune,4,28253.0,0.05
ORD10434,2024-01-06,CUS0769,Leather Wallet,Accessories,South,Vijayawada,3,1671.0,0.0
ORD10435,2024-01-21,CUS0379,Leather Wallet,Accessories,South,Bengaluru,5,39244.5,0.05
ORD10436,2024-01-15,CUS0433,Coffee Beans,Grocery,North,Delhi,3,1620.0,0.0
ORD10437,2024-01-30,GST1043,Cotton Kurta,Apparel,South,Bengaluru,2,8174.0,0.0
ORD10438,2024-01-01,CUS0067,Smartwatch,Electronics,East,Kolkata,4,21994.4,0.05
ORD10439,2024-01-25,CUS0496,Office Chair,Home,South,Bengaluru,4,12060.0,0.0
ORD10440,2024-01-29,CUS0578,Yoga Mat,Accessories,South,Chennai,3,6027.0,0.0
ORD10441,2024-01-16,CUS0743,Stainless Bottle,Home,West,Mumbai,4,2355.2,0.2
ORD10442,2024-01-22,CUS0744,Office Chair,Home,South,Visakhapatnam,7,43946.0,0.0
ORD10443,2024-01-14,GST1044,Wireless Earbuds,Electronics,South,Chennai,2,1300.0,0.0
ORD10444,2024-01-19,CUS0768,Silk Saree,Apparel,South,Chennai,2,8592.0,0.0
ORD10445,2024-01-29,CUS0423,Desk Lamp,Home,West,Pune,4,14204.0,0.0
ORD10446,2024-01-17,CUS0514,Wireless Earbuds,Electronics,North,Delhi,1,7824.2,0.05
ORD10447,2024-01-18,CUS0482,Office Chair,Home,North,Delhi,2,15862.0,0.0
ORD10448,2024-01-31,CUS0799,Leather Wallet,Accessories,South,Visakhapatnam,4,26645.6,0.05
ORD10449,2024-01-16,CUS0591,Office Chair,Home,North,Delhi,4,23959.0,0.05
ORD10450,2024-01-06,GST1045,Office Chair,Home,East,Kolkata,5,23870.0,0.0
ORD10451,2024-01-22,CUS0058,Cotton Kurta,Apparel,South,Vijayawada,1,2716.6,0.15
ORD10452,2024-01-22,CUS0328,Stainless Bottle,Home,South,Hyderabad,6,8198.4,0.2
ORD10453,2024-01-08,CUS0413,Desk Lamp,Home,South,Visakhapatnam,4,32956.0,0.0
ORD10454,2024-01-23,CUS0535,Silk Saree,Apparel,West,Mumbai,2,6972.0,0.0
ORD10455,2024-01-02,CUS0386,Denim Jacket,Apparel,South,Vijayawada,3,11532.0,0.0
ORD10456,2024-01-10,GST1045,Leather Wallet,Accessories,West,Mumbai,2,3000.0,0.0
ORD10457,2024-01-27,GST1045,Coffee Beans,Grocery,South,Bengaluru,4,9899.0,0.05
ORD10458,2024-01-20,CUS0268,Office Chair,Home,South,Bengaluru,4,20979.8,0.05
ORD10459,2024-01-19,CUS0395,Coffee Beans,Grocery,West,Pune,4,15296.0,0.0
ORD10460,2024-01-20,CUS0446,Denim Jacket,Apparel,West,Mumbai,4,20496.0,0.0
ORD10461,2024-01-06,CUS0375,Wireless Earbuds,Electronics,North,Delhi,7,14518.0,0.0
ORD10462,2024-01-30,CUS0775,Coffee Beans,Grocery,North,Delhi,7,5700.8,0.2
ORD10463,2024-01-10,CUS0770,Denim Jacket,Apparel,South,Bengaluru,4,25727.8,0.15
ORD10464,2024-01-25,CUS0411,Stainless Bottle,Home,South,Vijayawada,7,27097.0,0.0
ORD10465,2024-01-31,CUS0361,Denim Jacket,Apparel,North,Delhi,6,18770.1,0.05
ORD10466,2024-01-08,CUS0472,Wireless Earbuds,Electronics,North,Delhi,6,15281.7,0.05
ORD10467,2024-01-20,CUS0145,Desk Lamp,Home,East,Kolkata,2,10852.8,0.05
ORD10468,2024-01-02,GST1046,Smartwatch,Electronics,South,Bengaluru,4,18768.2,0.05
ORD10469,2024-01-20,CUS0174,Notebook Set,Accessories,West,Pune,3,8976.0,0.15
ORD10470,2024-01-14,CUS0116,Coffee Beans,Grocery,West,Mumbai,1,7937.0,0.0
ORD10471,2024-01-03,CUS0077,Office Chair,Home,South,Visakhapatnam,1,7699.0,0.0
ORD10472,2024-01-21,CUS0470,Office Chair,Home,East,Kolkata,5,7868.0,0.2
ORD10473,2024-01-31,CUS0001,Cotton Kurta,Apparel,South,Hyderabad,3,16755.0,0.0
ORD10474,2024-01-03,CUS0517,Denim Jacket,Apparel,North,Delhi,6,49452.0,0.0
ORD10475,2024-01-28,GST1047,Cotton Kurta,Apparel,South,Visakhapatnam,5,19480.5,0.1
ORD10476,2024-01-27,CUS0294,Notebook Set,Accessories,South,Visakhapatnam,1,536.4,0.1
ORD10477,2024-01-17,CUS0616,Denim Jacket,Apparel,West,Mumbai,6,8128.2,0.05
ORD10478,2024-01-28,GST1047,Smartwatch,Electronics,West,Mumbai,4,20847.6,0.1
ORD10479,2024-01-10,CUS0587,Notebook Set,Accessories,West,Pune,4,29260.0,0.05
ORD10480,2024-01-23,CUS0568,Yoga Mat,Accessories,South,Visakhapatnam,7,9772.0,0.0
ORD10481,2024-01-22,CUS0026,Stainless Bottle,Home,West,Mumbai,5,22828.5,0.05
ORD10482,2024-01-18,CUS0173,Cotton Kurta,Apparel,West,Pune,1,3959.1,0.1
ORD10483,2024-01-26,CUS0456,Office Chair,Home,South,Chennai,2,4544.1,0.15
ORD10484,2024-01-28,GST1048,Office Chair,Home,West,Mumbai,3,16494.0,0.0
ORD10485,2024-01-25,CUS0124,Wireless Earbuds,Electronics,South,Chennai,1,7505.0,0.0
ORD10486,2024-01-19,CUS0085,Yoga Mat,Accessories,West,Mumbai,2,4138.2,0.1
ORD10487,2024-01-31,CUS0753,Coffee Beans,Grocery,South,Hyderabad,6,4758.0,0.0
ORD10488,2024-01-18,CUS0774,Wireless Earbuds,Electronics,West,Pune,1,3275.0,0.0
ORD10489,2024-01-20,CUS0134,Wireless Earbuds,Electronics,West,Mumbai,2,5236.2,0.1
ORD10490,2024-01-06,CUS0322,Wireless Earbuds,Electronics,South,Hyderabad,4,23848.8,0.05
ORD10491,2024-01-10,GST1049,Notebook Set,Accessories,South,Hyderabad,1,4725.0,0.0
ORD10492,2024-01-29,CUS0157,Cotton Kurta,Apparel,South,Vijayawada,2,990.0,0.0
ORD10493,2024-01-16,CUS0261,Notebook Set,Accessories,North,Delhi,7,21833.0,0.0
ORD10494,2024-01-16,CUS0317,Leather Wallet,Accessories,West,Pune,5,28534.5,0.1
ORD10495,2024-01-26,CUS0514,Desk Lamp,Home,North,Delhi,7,28162.75,0.05
ORD10496,2024-01-11,CUS0247,Stainless Bottle,Home,West,Pune,3,14811.0,0.0
ORD10497,2024-01-09,CUS0330,Notebook Set,Accessories,South,Chennai,5,12520.0,0.0
ORD10498,2024-01-01,CUS0232,Leather Wallet,Accessories,North,Delhi,2,5906.0,0.0
ORD10499,2024-01-08,CUS0608,Wireless Earbuds,Electronics,South,Chennai,3,4230.0,0.0
ORD10500,2024-01-16,CUS0123,Cotton Kurta,Apparel,West,Mumbai,2,2030.0,0.0
ORD10501,2024-01-23,CUS0185,Stainless Bottle,Home,South,Chennai,6,3705.0,0.05
ORD10502,2024-01-11,CUS0200,Silk Saree,Apparel,East,Kolkata,2,10876.0,0.0
ORD10503,2024-01-14,CUS0725,Silk Saree,Apparel,North,Delhi,2,3268.0,0.0
ORD10504,2024-01-07,CUS0756,Coffee Beans,Grocery,South,Bengaluru,4,19098.8,0.05
ORD10505,2024-01-26,CUS0401,Desk Lamp,Home,East,Kolkata,4,32464.0,0.0
ORD10506,2024-01-17,GST1050,Stainless Bottle,Home,South,Bengaluru,3,18096.0,0.0
ORD10507,2024-01-05,GST1050,Denim Jacket,Apparel,West,Mumbai,3,15117.0,0.0
ORD10508,2024-01-19,CUS0394,Silk Saree,Apparel,West,Mumbai,3,3906.0,0.0
ORD10509,2024-01-11,CUS0680,Cotton Kurta,Apparel,East,Kolkata,7,30345.0,0.0
ORD10510,2024-01-27,CUS0288,Smartwatch,Electronics,West,Mumbai,5,34258.5,0.1
ORD10511,2024-01-09,CUS0800,Cotton Kurta,Apparel,South,Bengaluru,7,24374.0,0.0
ORD10512,2024-01-27,CUS0646,Desk Lamp,Home,South,Visakhapatnam,7,44622.9,0.1
ORD10513,2024-01-22,CUS0180,Wireless Earbuds,Electronics,South,Chennai,5,27553.5,0.1
ORD10514,2024-01-05,CUS0581,Office Chair,Home,South,Hyderabad,6,15144.0,0.0
ORD10515,2024-01-24,CUS0230,Stainless Bottle,Home,South,Vijayawada,1,1501.0,0.0
ORD10516,2024-01-23,CUS0280,Wireless Earbuds,Electronics,South,Hyderabad,7,3416.0,0.0
ORD10517,2024-01-15,GST1051,Desk Lamp,Home,South,Hyderabad,4,10400.0,0.0
ORD10518,2024-01-05,CUS0546,Cotton Kurta,Apparel,South,Hyderabad,5,14549.25,0.05
ORD10519,2024-01-15,CUS0211,Wireless Earbuds,Electronics,South,Visakhapatnam,2,11390.0,0.0
ORD10520,2024-01-19,CUS0512,Coffee Beans,Grocery,West,Pune,1,4514.4,0.1
ORD10521,2024-01-05,CUS0466,Coffee Beans,Grocery,East,Kolkata,7,28289.1,0.05
ORD10522,2024-01-11,CUS0601,Desk Lamp,Home,West,Mumbai,4,22467.6,0.1
ORD10523,2024-01-22,CUS0795,Coffee Beans,Grocery,South,Bengaluru,1,5963.4,0.1
ORD10524,2024-01-18,CUS0008,Office Chair,Home,West,Pune,5,29279.0,0.05
ORD10525,2024-01-31,CUS0793,Silk Saree,Apparel,West,Pune,1,6511.85,0.15
ORD10526,2024-01-07,CUS0088,Notebook Set,Accessories,South,Visakhapatnam,4,10499.2,0.2
ORD10527,2024-01-25,CUS0422,Smartwatch,Electronics,West,Pune,5,35300.0,0.0
ORD10528,2024-01-14,CUS0273,Stainless Bottle,Home,South,Vijayawada,6,22674.0,0.0
ORD10529,2024-01-07,CUS0512,Stainless Bottle,Home,West,Pune,4,7404.0,0.0
ORD10530,2024-01-30,CUS0578,Wireless Earbuds,Electronics,South,Chennai,3,4614.0,0.0
ORD10531,2024-01-20,CUS0688,Yoga Mat,Accessories,West,Mumbai,6,6241.5,0.05
ORD10532,2024-01-17,CUS0322,Office Chair,Home,South,Hyderabad,2,16276.0,0.0
ORD10533,2024-01-10,CUS0747,Smartwatch,Electronics,South,Chennai,1,1643.5,0.05
ORD10534,2024-01-28,CUS0258,Wireless Earbuds,Electronics,South,Hyderabad,2,12882.6,0.1
ORD10535,2024-01-01,CUS0164,Yoga Mat,Accessories,South,Bengaluru,6,40410.0,0.0
ORD10536,2024-01-04,CUS0304,Denim Jacket,Apparel,East,Kolkata,4,14930.2,0.05
ORD10537,2024-01-06,CUS0423,Silk Saree,Apparel,West,Pune,1,7797.0,0.0
ORD10538,2024-01-21,CUS0535,Notebook Set,Accessories,West,Mumbai,2,13953.6,0.1
ORD10539,2024-01-04,CUS0667,Wireless Earbuds,Electronics,South,Chennai,1,7497.4,0.05
ORD10540,2024-01-25,CUS0180,Stainless Bottle,Home,South,Chennai,6,26394.0,0.0
ORD10541,2024-01-07,CUS0243,Yoga Mat,Accessories,South,Hyderabad,4,10564.0,0.05
ORD10542,2024-01-21,CUS0751,Notebook Set,Accessories,East,Kolkata,1,707.0,0.0
ORD10543,2024-01-25,CUS0352,Stainless Bottle,Home,South,Hyderabad,2,12956.4,0.1
ORD10544,2024-01-28,CUS0194,Yoga Mat,Accessories,South,Bengaluru,5,35454.0,0.05
ORD10545,2024-01-10,CUS0789,Notebook Set,Accessories,South,Chennai,5,23600.0,0.0
ORD10546,2024-01-03,CUS0360,Coffee Beans,Grocery,West,Pune,6,5289.6,0.05
ORD10547,2024-01-24,CUS0789,Cotton Kurta,Apparel,South,Chennai,1,5996.75,0.15
ORD10548,2024-01-14,CUS0736,Yoga Mat,Accessories,West,Pune,1,2502.9,0.1
ORD10549,2024-01-30,CUS0725,Denim Jacket,Apparel,North,Delhi,1,4578.05,0.05
ORD10550,2024-01-06,CUS0466,Notebook Set,Accessories,East,Kolkata,3,15454.8,0.1
ORD10551,2024-01-18,CUS0639,Cotton Kurta,Apparel,North,Delhi,6,9234.0,0.0
